  192.9508 -5.667 23.00    2424.780  4.5 (5D)4s a6D   54251.450  5.5 r2H         7.36 -4.78 -7.44K88  0 0  0 0.000 50-2.602    0    0      0    1556 1189     0
  193.1615 -6.827 23.00    2311.360  3.5 (5D)4s a6D   54081.510  4.5 r2H         7.58 -4.67 -7.39K88  0 0  0 0.000 50-2.602    0    0      0    1588  941     0
  193.4486 -1.162 23.00     137.380  2.5 d3s2 a4F     51830.690  1.5 32odd       7.84 -4.40 -7.13K88  0 0  0 0.000 50-2.602    0    0      0    1028 1198     0
  193.5856 -5.597 23.00    2424.780  4.5 (5D)4s a6D   54081.510  4.5 r2H         7.58 -4.67 -7.39K88  0 0  0 0.000 50-2.602    0    0      0    1556  941     0
  195.0811 -2.680 23.00     137.380  2.5 d3s2 a4F     51398.100  3.5 m4D         7.86 -4.34 -7.15K88  0 0  0 0.000 50-2.602    0    0      0    1028 1424     0
  195.2657 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-0.989 50-2.602  -75    0F4 -3z0     398 1421     0
  195.2657 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.185 50-2.602  -75    0F4 -4z0     398 1421     0
  195.2657 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.611 50-2.602  -75    0F4 -5z0     398 1421     0
  195.2658 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.201 50-2.602  -35    0F5 -4z0     398 1421     0
  195.2658 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.014 50-2.602  -35    0F5 -5z0     398 1421     0
  195.2658 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.149 50-2.602  -35    0F5 -6z0     398 1421     0
  195.2660 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.488 50-2.602   11    0F6 -5z0     398 1421     0
  195.2660 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.012 50-2.602   11    0F6 -6z0     398 1421     0
  195.2660 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-0.855 50-2.602   11    0F6 -7z0     398 1421     0
  195.2662 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.948 50-2.602   64    0F7 -6z0     398 1421     0
  195.2662 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.183 50-2.602   64    0F7 -7z0     398 1421     0
  195.2662 -2.955 23.00       0.000  1.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0 50-0.637 50-2.602   64    0F7 -8z0     398 1421     0
  195.7912 -2.360 23.00     137.380  2.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1028 1421     0
  195.7919 -2.308 23.00     323.460  3.5 d3s2 a4F     51398.100  3.5 m4D         7.86 -4.34 -7.15K88  0 0  0 0.000 50-2.602    0    0      0    1238 1424     0
  195.8182 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-1.025 50-2.602  -75    0F4 -4z0     398 1353     0
  195.8182 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-1.009 50-2.602  -75    0F4 -5z0     398 1353     0
  195.8184 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-1.009 50-2.602  -35    0F5 -4z0     398 1353     0
  195.8184 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-2.570 50-2.602  -35    0F5 -5z0     398 1353     0
  195.8184 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-0.885 50-2.602  -35    0F5 -6z0     398 1353     0
  195.8185 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-0.885 50-2.602   11    0F6 -5z0     398 1353     0
  195.8185 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-1.392 50-2.602   11    0F6 -6z0     398 1353     0
  195.8185 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-1.007 50-2.602   11    0F6 -7z0     398 1353     0
  195.8187 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-1.007 50-2.602   64    0F7 -6z0     398 1353     0
  195.8187 -2.522 23.00       0.000  1.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0 50-0.679 50-2.602   64    0F7 -7z0     398 1353     0
  195.9127 -2.961 23.00     323.460  3.5 d3s2 a4F     51366.600  4.5 n4F         7.80 -4.32 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1238 1342     0
  195.9358 -2.866 23.00     137.380  2.5 d3s2 a4F     51174.500  3.5 n4F         7.79 -4.27 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1028 1260     0
  195.9967 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-0.989 50-2.602  -75    0F4 -3z0     398 1091     0
  195.9967 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.185 50-2.602  -75    0F4 -4z0     398 1091     0
  195.9967 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.611 50-2.602  -75    0F4 -5z0     398 1091     0
  195.9968 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.201 50-2.602  -35    0F5 -4z0     398 1091     0
  195.9968 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.014 50-2.602  -35    0F5 -5z0     398 1091     0
  195.9968 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.149 50-2.602  -35    0F5 -6z0     398 1091     0
  195.9970 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.488 50-2.602   11    0F6 -5z0     398 1091     0
  195.9970 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.012 50-2.602   11    0F6 -6z0     398 1091     0
  195.9970 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-0.855 50-2.602   11    0F6 -7z0     398 1091     0
  195.9972 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.948 50-2.602   64    0F7 -6z0     398 1091     0
  195.9972 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-1.183 50-2.602   64    0F7 -7z0     398 1091     0
  195.9972 -3.092 23.00       0.000  1.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0 50-0.637 50-2.602   64    0F7 -8z0     398 1091     0
  196.1685 -2.348 23.00       0.000  1.5 d3s2 a4F     50976.500  0.5 m4D         7.86 -4.30 -7.14K88  0 0 50-0.716 50-2.602  -75    0F4 -5z0     398  918     0
  196.1687 -2.348 23.00       0.000  1.5 d3s2 a4F     50976.500  0.5 m4D         7.86 -4.30 -7.14K88  0 0 50-0.781 50-2.602  -35    0F5 -5z0     398  918     0
  196.1687 -2.348 23.00       0.000  1.5 d3s2 a4F     50976.500  0.5 m4D         7.86 -4.30 -7.14K88  0 0 50-1.186 50-2.602  -35    0F5 -6z0     398  918     0
  196.1689 -2.348 23.00       0.000  1.5 d3s2 a4F     50976.500  0.5 m4D         7.86 -4.30 -7.14K88  0 0 50-0.985 50-2.602   11    0F6 -5z0     398  918     0
  196.1689 -2.348 23.00       0.000  1.5 d3s2 a4F     50976.500  0.5 m4D         7.86 -4.30 -7.14K88  0 0 50-0.781 50-2.602   11    0F6 -6z0     398  918     0
  196.1691 -2.348 23.00       0.000  1.5 d3s2 a4F     50976.500  0.5 m4D         7.86 -4.30 -7.14K88  0 0 50-0.512 50-2.602   64    0F7 -6z0     398  918     0
  196.3467 -2.804 23.00     137.380  2.5 d3s2 a4F     51067.700  1.5 m4D         7.94 -4.33 -7.11K88  0 0  0 0.000 50-2.602    0    0      0    1028 1353     0
  196.4259 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-1.025 50-2.602  -75    0F4 -4z0     398  699     0
  196.4259 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-1.009 50-2.602  -75    0F4 -5z0     398  699     0
  196.4261 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-1.009 50-2.602  -35    0F5 -4z0     398  699     0
  196.4261 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-2.570 50-2.602  -35    0F5 -5z0     398  699     0
  196.4261 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-0.885 50-2.602  -35    0F5 -6z0     398  699     0
  196.4263 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-0.885 50-2.602   11    0F6 -5z0     398  699     0
  196.4263 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-1.392 50-2.602   11    0F6 -6z0     398  699     0
  196.4263 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-1.007 50-2.602   11    0F6 -7z0     398  699     0
  196.4265 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-1.007 50-2.602   64    0F7 -6z0     398  699     0
  196.4265 -3.176 23.00       0.000  1.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0 50-0.679 50-2.602   64    0F7 -7z0     398  699     0
  196.5071 -2.393 23.00     323.460  3.5 d3s2 a4F     51212.200  2.5 m4D         7.86 -4.30 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1238 1421     0
  196.5261 -3.190 23.00     137.380  2.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1028 1091     0
  196.6528 -2.997 23.00     323.460  3.5 d3s2 a4F     51174.500  3.5 n4F         7.79 -4.27 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1238 1260     0
  196.6756 -2.102 23.00     552.960  4.5 d3s2 a4F     51398.100  3.5 m4D         7.86 -4.34 -7.15K88  0 0  0 0.000 50-2.602    0    0      0    1334 1424     0
  196.7976 -3.011 23.00     552.960  4.5 d3s2 a4F     51366.600  4.5 n4F         7.80 -4.32 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1334 1342     0
  196.9577 -2.867 23.00     137.380  2.5 d3s2 a4F     50909.700  1.5 n4F         7.92 -4.32 -7.19K88  0 0  0 0.000 50-2.602    0    0      0    1028  699     0
  197.2475 -3.105 23.00     323.460  3.5 d3s2 a4F     51021.200  2.5 n4F         7.78 -4.28 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1238 1091     0
  197.4856 -4.297 23.00    2311.360  3.5 (5D)4s a6D   52947.960  4.5 p2G         8.38 -5.24 -7.69K88  0 0  0 0.000 50-2.602    0    0      0    1588 1114     0
  197.5444 -4.080 23.00     552.960  4.5 d3s2 a4F     51174.500  3.5 n4F         7.79 -4.27 -7.14K88  0 0  0 0.000 50-2.602    0    0      0    1334 1260     0
  197.8084 -5.501 23.00    2220.110  2.5 (5D)4s a6D   52774.090  3.5 p2G         8.40 -5.69 -7.75K88  0 0  0 0.000 50-2.602    0    0      0    1658  890     0
  197.9290 -8.780 23.00    2424.780  4.5 (5D)4s a6D   52947.960  4.5 p2G         8.38 -5.24 -7.69K88  0 0  0 0.000 50-2.602    0    0      0    1556 1114     0
  198.1661 -8.384 23.00    2311.360  3.5 (5D)4s a6D   52774.090  3.5 p2G         8.40 -5.69 -7.75K88  0 0  0 0.000 50-2.602    0    0      0    1588  890     0
  198.1833 -6.428 23.00     137.380  2.5 d3s2 a4F     50595.730  3.5 odd30       7.20 -4.64 -7.49K88  0 0  0 0.000 50-2.602    0    0      0    1028  624     0
  198.2055 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-0.989 50-2.602  -75    0F4 -3z0     398  587     0
  198.2055 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.185 50-2.602  -75    0F4 -4z0     398  587     0
  198.2055 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.611 50-2.602  -75    0F4 -5z0     398  587     0
  198.2057 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.201 50-2.602  -35    0F5 -4z0     398  587     0
  198.2057 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.014 50-2.602  -35    0F5 -5z0     398  587     0
  198.2057 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.149 50-2.602  -35    0F5 -6z0     398  587     0
  198.2059 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.488 50-2.602   11    0F6 -5z0     398  587     0
  198.2059 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.012 50-2.602   11    0F6 -6z0     398  587     0
  198.2059 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-0.855 50-2.602   11    0F6 -7z0     398  587     0
  198.2061 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.948 50-2.602   64    0F7 -6z0     398  587     0
  198.2061 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-1.183 50-2.602   64    0F7 -7z0     398  587     0
  198.2061 -2.119 23.00       0.000  1.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0 50-0.637 50-2.602   64    0F7 -8z0     398  587     0
  198.2466 -1.987 23.00     137.380  2.5 d3s2 a4F     50579.600  3.5 p4G         7.25 -4.20 -7.40K88  0 0  0 0.000 50-2.602    0    0      0    1028  999     0
  198.3382 -1.867 23.00     323.460  3.5 d3s2 a4F     50742.400  4.5 p4G         7.21 -4.25 -7.39K88  0 0  0 0.000 50-2.602    0    0      0    1238 1189     0
  198.3972 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-0.989 50-2.602  -75    0F4 -3z0     398  898     0
  198.3972 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.185 50-2.602  -75    0F4 -4z0     398  898     0
  198.3972 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.611 50-2.602  -75    0F4 -5z0     398  898     0
  198.3974 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.201 50-2.602  -35    0F5 -4z0     398  898     0
  198.3974 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.014 50-2.602  -35    0F5 -5z0     398  898     0
  198.3974 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.149 50-2.602  -35    0F5 -6z0     398  898     0
  198.3976 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.488 50-2.602   11    0F6 -5z0     398  898     0
  198.3976 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.012 50-2.602   11    0F6 -6z0     398  898     0
  198.3976 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-0.855 50-2.602   11    0F6 -7z0     398  898     0
  198.3978 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.948 50-2.602   64    0F7 -6z0     398  898     0
  198.3978 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-1.183 50-2.602   64    0F7 -7z0     398  898     0
  198.3978 -4.951 23.00       0.000  1.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0 50-0.637 50-2.602   64    0F7 -8z0     398  898     0
  198.4058 -4.459 23.00     137.380  2.5 d3s2 a4F     50539.140  3.5 r2F         8.64 -5.15 -7.65K88  0 0  0 0.000 50-2.602    0    0      0    1028 1145     0
  198.4431 -5.680 23.00     137.380  2.5 d3s2 a4F     50529.670  3.5 odd29       7.50 -4.77 -7.38K88  0 0  0 0.000 50-2.602    0    0      0    1028 1117     0
  198.4890 -1.790 23.00     552.960  4.5 d3s2 a4F     50933.580  5.5 p4G         7.13 -4.22 -7.37K88  0 0  0 0.000 50-2.602    0    0      0    1334 1293     0
  198.5862 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-1.025 50-2.602  -75    0F4 -4z0     398  941     0
  198.5862 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-1.009 50-2.602  -75    0F4 -5z0     398  941     0
  198.5864 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-1.009 50-2.602  -35    0F5 -4z0     398  941     0
  198.5864 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-2.570 50-2.602  -35    0F5 -5z0     398  941     0
  198.5864 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-0.885 50-2.602  -35    0F5 -6z0     398  941     0
  198.5865 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-0.885 50-2.602   11    0F6 -5z0     398  941     0
  198.5865 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-1.392 50-2.602   11    0F6 -6z0     398  941     0
  198.5865 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-1.007 50-2.602   11    0F6 -7z0     398  941     0
  198.5868 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-1.007 50-2.602   64    0F7 -6z0     398  941     0
  198.5868 -3.338 23.00       0.000  1.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0 50-0.679 50-2.602   64    0F7 -7z0     398  941     0
  198.6125 -9.180 23.00    2424.780  4.5 (5D)4s a6D   52774.090  3.5 p2G         8.40 -5.69 -7.75K88  0 0  0 0.000 50-2.602    0    0      0    1556  890     0
  198.7470 -2.907 23.00     137.380  2.5 d3s2 a4F     50452.600  2.5 p4G         7.20 -4.17 -7.40K88  0 0  0 0.000 50-2.602    0    0      0    1028  587     0
  198.9168 -8.699 23.00     323.460  3.5 d3s2 a4F     50595.730  3.5 odd30       7.20 -4.64 -7.49K88  0 0  0 0.000 50-2.602    0    0      0    1238  624     0
  198.9398 -4.517 23.00     137.380  2.5 d3s2 a4F     50403.850  2.5 r2F         8.57 -5.46 -7.61K88  0 0  0 0.000 50-2.602    0    0      0    1028  898     0
  198.9807 -2.891 23.00     323.460  3.5 d3s2 a4F     50579.600  3.5 p4G         7.25 -4.20 -7.40K88  0 0  0 0.000 50-2.602    0    0      0    1238  999     0
  199.1298 -4.938 23.00     137.380  2.5 d3s2 a4F     50355.890  1.5 27odd       7.18 -4.31 -7.09K88  0 0  0 0.000 50-2.602    0    0      0    1028  941     0
  199.1410 -5.875 23.00     323.460  3.5 d3s2 a4F     50539.140  3.5 r2F         8.64 -5.15 -7.65K88  0 0  0 0.000 50-2.602    0    0      0    1238 1145     0
  199.1785 -6.816 23.00     323.460  3.5 d3s2 a4F     50529.670  3.5 odd29       7.50 -4.77 -7.38K88  0 0  0 0.000 50-2.602    0    0      0    1238 1117     0
  199.2451 -3.129 23.00     552.960  4.5 d3s2 a4F     50742.400  4.5 p4G         7.21 -4.25 -7.39K88  0 0  0 0.000 50-2.602    0    0      0    1334 1189     0
  199.4787 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-0.989 50-2.602  -75    0F4 -3z0     398  981     0
  199.4787 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-1.185 50-2.602  -75    0F4 -4z0     398  981     0
  199.4787 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-1.611 50-2.602  -75    0F4 -5z0     398  981     0
  199.4788 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-1.201 50-2.602  -35    0F5 -4z0     398  981     0
  199.4788 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-1.014 50-2.602  -35    0F5 -5z0     398  981     0
  199.4788 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-1.149 50-2.602  -35    0F5 -6z0     398  981     0
  199.4790 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-1.488 50-2.602   11    0F6 -5z0     398  981     0
  199.4790 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-1.012 50-2.602   11    0F6 -6z0     398  981     0
  199.4790 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-0.855 50-2.602   11    0F6 -7z0     398  981     0
  199.4792 -4.455 23.00       0.000  1.5 d3s2 a4F     50130.600  2.5 24odd       8.43 -4.85 -7.65K88  0 0 50-1.948 50-2.602   64    0F7 -6z0     398  981     0
